date,ticker,open,high,low,close,adj_close,volume,prev_close,return,log_return,hl_spread,oc_spread,typical_price,dayofweek,month,year,is_month_start,next_return,r_lag1,r_lag2,r_lag3,ma5,ma20,rsi14,vol_10,momentum_5,vol_change,vol_roll_mean_20,vol_roll_std_20,target
2015-01-02,AAPL,27.84749984741211,27.86000061035156,26.837499618530277,27.332500457763672,24.26104164123535,212818400,,,,1.022500991821289,-0.0184935592951012,27.343333562215168,4,1,2015,0,-0.0281716068734193,,,,24.26104164123535,24.26104164123535,0.0,,,,212818400.0,,0
2015-01-05,AAPL,27.07250022888184,27.162500381469727,26.352500915527344,26.5625,23.57757377624512,257142000,24.26104164123535,-0.0281714146942716,-0.0285758426397633,0.8099994659423828,-0.0188383128477269,26.69250043233236,0,1,2015,0,9.41377527574616e-05,,,,23.919307708740234,23.919307708740234,0.0,,,0.20826958571251364,234980200.0,31341518.126600057,1
2015-01-06,AAPL,26.63500022888184,26.857500076293945,26.15749931335449,26.565000534057617,23.579797744750977,263188400,23.57757377624512,9.432558782185296e-05,9.432113944332242e-05,0.7000007629394531,-0.0026281094132792,26.52666664123535,1,1,2015,0,0.0140221892886778,-0.0281714146942716,,,23.806137720743816,23.806137720743816,0.02502410125700294,0.019986896628726037,,0.023513856157298285,244382933.33333334,27502355.565538988,1
2015-01-07,AAPL,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,23.910430908203125,160423600,23.579797744750977,0.0140218829283957,0.0139244857333638,0.375,0.0051306256288735,26.8874994913737,2,1,2015,0,0.0384222681173869,9.432558782185296e-05,-0.0281714146942716,,23.832211017608643,23.832211017608643,3.876187447641229,0.021498849936080748,,-0.3904609777634577,223393100.0,47608249.85805156,1
2015-01-08,AAPL,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,24.829124450683597,237458000,23.910430908203125,0.0384222913425322,0.0377025337466479,0.8625011444091797,0.0243522471021328,27.72833315531413,3,1,2015,0,0.0010725064548811,0.0140218829283957,9.432558782185296e-05,-0.0281714146942716,24.03159370422363,24.03159370422363,13.811035497887673,0.02779738876350299,,0.4801936872131034,226206080.0,41706994.29726386,1
2015-01-09,AAPL,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,24.85575485229492,214798000,24.829124450683597,0.0010725469463983,0.0010719721788623,0.7600002288818359,-0.0058577797411978,27.955833435058597,4,1,2015,0,-0.0246406756860307,0.0384222913425322,0.0140218829283957,9.432558782185296e-05,24.150536346435548,24.168953895568848,14.088223657969507,0.02417766819105019,0.02451309469123375,-0.09542740189844101,224304733.33333334,37593475.67771124,0
2015-01-12,AAPL,28.149999618530277,28.15749931335449,27.200000762939453,27.3125,24.243297576904297,198603200,24.85575485229492,-0.0246404616971057,-0.0249491187247907,0.9574985504150392,-0.0297513190010479,27.55666669209798,0,1,2015,0,0.0088787297089529,0.0010725469463983,0.0384222913425322,0.0140218829283957,24.283681106567382,24.179574421473912,13.048836010326738,0.02479806218276576,0.028235466760787142,-0.07539548785370442,220633085.7142857,35666391.53243235,1
2015-01-13,AAPL,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.45854377746582,268367600,24.243297576904297,0.0088785859216851,0.0088394030326754,0.9724998474121094,-0.0108588268972341,27.660833994547527,1,1,2015,0,-0.0038105440418596,-0.0246404616971057,0.0010725469463983,0.0384222913425322,24.459430313110353,24.2144455909729,15.410838828531794,0.022877482820092568,0.03726690288980361,0.35127530674228824,226599900.0,37083515.36349117,0
2015-01-14,AAPL,27.26000022888184,27.622499465942383,27.125,27.450000762939453,24.36534118652344,195826400,24.45854377746582,-0.0038106353260594,-0.0038179142944001,0.4974994659423828,0.0069699388284051,27.399166742960613,2,1,2015,0,-0.0271402848279418,0.0088785859216851,-0.0246404616971057,0.0010725469463983,24.550412368774413,24.231211768256294,15.218067828027642,0.021259865698405107,0.019025599332224807,-0.2703053572785985,223180622.2222222,36173358.53144472,0
2015-01-15,AAPL,27.5,27.51499938964844,26.665000915527344,26.70499992370605,23.704063415527344,240056000,24.36534118652344,-0.027140098959987,-0.027515193761334,0.8499984741210938,-0.0289090936834161,26.961666742960613,3,1,2015,0,-0.0077700976729632,-0.0038106353260594,0.0088785859216851,-0.0246404616971057,24.325400161743165,24.1784969329834,13.890451996028062,0.02195016773856654,-0.0453121509536466,0.2258612730459224,224868160.0,34519552.39375055,0
